label;comp_type;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;eta_s_char;eta_s_char_set;eta_s_char_param;pr;pr_set;pr_var;igva;igva_set;igva_var;char_map_eta_s;char_map_eta_s_set;char_map_eta_s_param;char_map_eta_s_group;char_map_pr;char_map_pr_set;char_map_pr_param;char_map_pr_group
fan;Compressor;[];[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;28.304895096993278;False;False;0.5000000000016066;False;False;0x0000020352D0CB80;True;m;1.0026818005789573;False;False;0;False;False;0x0000020352D0C460;False;nan;default;0x0000020352D0C4F0;False;nan;default
